,qb_name,total_starts,cumulative_era_adjusted_elo_value,average_era_adjusted_elo_value,winning_percentage,pct_of_starts_as_best_qb,pct_of_starts_as_top3_qb,pct_of_starts_as_top5_qb
244,Gary Marangi,7,-559.3164189980844,-79.90234557115491,0.0,0.0,0.0,0.0
120,Chuck Long,21,-562.6766396949181,-26.794125699758006,0.19047619047619047,0.0,0.0,0.0
361,Johnny Green,19,-562.8484514168595,-29.623602706150496,0.42105263157894735,0.0,0.0,0.0
113,Chase Daniel,5,-563.9946559606694,-112.79893119213389,0.4,0.0,0.0,0.0
367,Josh Allen,26,-568.9630425344484,-21.88319394363263,0.5769230769230769,0.0,0.0,0.0
431,Matt Cavanaugh,19,-575.2833031812025,-30.278068588484345,0.42105263157894735,0.0,0.0,0.0
557,Sean Salisbury,13,-575.5344144153268,-44.27187803194821,0.46153846153846156,0.0,0.0,0.0
257,Glenn Foley,9,-578.1599854759319,-64.23999838621465,0.2222222222222222,0.0,0.0,0.0
112,Charlie Whitehurst,9,-579.4186166112514,-64.37984629013904,0.2222222222222222,0.0,0.0,0.0
322,Jim Miller,28,-579.5752144590409,-20.699114802108603,0.5357142857142857,0.0,0.0,0.0
660,Warren Rabb,10,-579.6458978408427,-57.964589784084275,0.6,0.0,0.0,0.0
61,Bobby Hoying,13,-579.6966757185079,-44.59205197834676,0.23076923076923078,0.0,0.0,0.0
494,Phil Simms,169,-579.7490895287666,-3.4304679853773172,0.5976331360946746,0.0,0.01775147928994083,0.03550295857988166
561,Shaun King,27,-582.2827677295132,-21.566028434426418,0.5555555555555556,0.0,0.0,0.037037037037037035
179,Devlin Hodges,5,-582.5819935599554,-116.51639871199109,0.6,0.0,0.0,0.0
270,J.T. O'Sullivan,8,-589.4194082535923,-73.67742603169904,0.25,0.0,0.0,0.0
37,Billy Joe Hobert,17,-590.3552190607421,-34.72677759180836,0.23529411764705882,0.0,0.0,0.0
418,Marcus Mariota,63,-591.6867665361691,-9.39185343708205,0.47619047619047616,0.0,0.0,0.0
621,Tom Hodson,12,-592.4482058418074,-49.37068382015062,0.08333333333333333,0.0,0.0,0.0
541,Sam Etcheverry,13,-595.1438341208462,-45.78029493237279,0.38461538461538464,0.0,0.0,0.0
573,Steve Dils,27,-596.130670277965,-22.078913713998706,0.37037037037037035,0.0,0.0,0.0
307,Jerry Tagge,12,-599.3242574311205,-49.94368811926004,0.5,0.0,0.0,0.0
469,Nathan Peterman,4,-611.8047159447696,-152.9511789861924,0.25,0.0,0.0,0.0
53,Bob Gagliano,13,-614.3806362521585,-47.26004894247373,0.5384615384615384,0.0,0.0,0.0
602,Thaddeus Lewis,6,-620.0606304026611,-103.34343840044352,0.3333333333333333,0.0,0.0,0.0
356,John Reaves,17,-621.0165701807091,-36.53038648121818,0.23529411764705882,0.0,0.058823529411764705,0.11764705882352941
85,Browning Nagle,14,-624.227387682748,-44.58767054876772,0.2857142857142857,0.0,0.0,0.0
486,Patrick Ramsey,24,-624.8722983605305,-26.036345765022105,0.4166666666666667,0.0,0.0,0.0
574,Steve Fuller,44,-626.0488130435689,-14.228382114626566,0.45454545454545453,0.0,0.0,0.045454545454545456
73,Brett Hundley,9,-627.5177182274879,-69.72419091416532,0.3333333333333333,0.0,0.0,0.0
209,EJ Manuel,18,-627.6843656252654,-34.871353645848075,0.3333333333333333,0.0,0.0,0.0
117,Chris Simms,17,-631.5505288809602,-37.15003111064472,0.4117647058823529,0.0,0.0,0.0
629,Tom Tupa,13,-631.730885824578,-48.594683524967536,0.3076923076923077,0.0,0.0,0.0
140,Curtis Painter,8,-634.9317589125836,-79.36646986407295,0.0,0.0,0.0,0.0
15,Andrew Walter,9,-635.7460317900229,-70.63844797666921,0.2222222222222222,0.0,0.0,0.0
547,Scott Campbell,13,-638.3065699302244,-49.100505379248034,0.15384615384615385,0.0,0.0,0.0
118,Chris Weinke,20,-640.4746989636996,-32.02373494818498,0.1,0.0,0.0,0.0
35,Bill Nelsen,79,-641.9717376266555,-8.126224526919689,0.5316455696202531,0.0,0.02531645569620253,0.08860759493670886
275,Jack Thompson,21,-643.9417830038687,-30.663894428755654,0.19047619047619047,0.0,0.0,0.0
473,Nick Foles,54,-644.4923427069416,-11.935043383461881,0.5555555555555556,0.0,0.037037037037037035,0.07407407407407407
628,Tom Sherman,7,-645.6269191737331,-92.23241702481901,0.14285714285714285,0.0,0.0,0.0
302,Jeff Rutledge,10,-646.4561492443244,-64.64561492443244,0.2,0.0,0.0,0.0
12,Alex Van Pelt,11,-649.6035593189051,-59.05486902899138,0.2727272727272727,0.0,0.0,0.0
472,Neil O'Donnell,107,-652.2893630416772,-6.096162271417544,0.5420560747663551,0.0,0.028037383177570093,0.04672897196261682
284,Jamie Martin,8,-655.1533002991172,-81.89416253738965,0.5,0.0,0.0,0.0
438,Matt McGloin,7,-666.0175756448377,-95.14536794926254,0.14285714285714285,0.0,0.0,0.0
566,Stan Humphries,87,-668.1857459567937,-7.680295930537858,0.6091954022988506,0.0,0.011494252873563218,0.022988505747126436
207,Drew Stanton,17,-668.5170877130705,-39.32453457135709,0.6470588235294118,0.0,0.0,0.0
8,Al Woodall,19,-669.9757032853894,-35.26187912028365,0.2631578947368421,0.0,0.0,0.0
559,Shane Matthews,22,-673.4253987122738,-30.610245396012445,0.5,0.0,0.0,0.0
277,Jacky Lee,23,-676.6136055680115,-29.41798285078311,0.30434782608695654,0.0,0.0,0.0
31,Bill Kenney,77,-680.321940635244,-8.835349878379793,0.44155844155844154,0.0,0.012987012987012988,0.07792207792207792
235,Gardner Minshew,11,-687.4088123570073,-62.49171021427339,0.45454545454545453,0.0,0.0,0.0
230,Frank Tripucka,52,-692.519324582964,-13.317679318903155,0.3269230769230769,0.0,0.019230769230769232,0.07692307692307693
349,John Friesz,38,-695.6268432409645,-18.30596955897275,0.34210526315789475,0.0,0.0,0.0
124,Cliff Stoudt,21,-703.1461287435841,-33.48314898778972,0.42857142857142855,0.0,0.0,0.0
63,Bobby Scott,14,-713.6803480830968,-50.977167720221196,0.2857142857142857,0.0,0.0,0.0
25,Baker Mayfield,28,-713.7225134299725,-25.490089765356164,0.42857142857142855,0.0,0.0,0.0
391,Kim McQuilken,7,-717.5192802300668,-102.50275431858097,0.2857142857142857,0.0,0.0,0.0
184,Dieter Brock,17,-727.9382974428412,-42.819899849578896,0.7058823529411765,0.0,0.0,0.058823529411764705
427,Marty Domres,32,-734.1608591439362,-22.942526848248008,0.375,0.0,0.0,0.0
89,Bryce Petty,7,-742.2587177354299,-106.03695967648999,0.14285714285714285,0.0,0.0,0.0
153,Danny Wuerffel,10,-745.9203280572152,-74.59203280572152,0.4,0.0,0.0,0.0
285,Jared Goff,57,-754.9783761838091,-13.245234669891389,0.5964912280701754,0.0,0.017543859649122806,0.07017543859649122
369,Josh Johnson,8,-770.1198241008642,-96.26497801260803,0.125,0.0,0.0,0.0
373,Karl Sweetan,19,-775.1423957619285,-40.796968197996236,0.3157894736842105,0.0,0.0,0.0
605,Tim Rattay,18,-775.7675965604744,-43.09819980891525,0.2777777777777778,0.0,0.0,0.0
290,Jay Fiedler,63,-777.2016069261543,-12.336533443272291,0.6031746031746031,0.0,0.0,0.0
84,Brooks Bollinger,10,-783.1027797317485,-78.31027797317485,0.2,0.0,0.0,0.0
587,Steve Walsh,41,-786.9343488682307,-19.19352070410319,0.5121951219512195,0.0,0.0,0.0
305,Jerry Golsteyn,9,-787.0949403163763,-87.45499336848626,0.2222222222222222,0.0,0.0,0.0
182,Dick Shiner,29,-788.539669222835,-27.191023076649483,0.2413793103448276,0.0,0.0,0.0
448,Mickey Slaughter,19,-793.6412343935804,-41.77059128387265,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842
643,Trent Edwards,33,-796.1548870970697,-24.125905669608173,0.42424242424242425,0.0,0.0,0.0
316,Jim Harbaugh,145,-798.9295112424812,-5.509858698224009,0.4689655172413793,0.0,0.006896551724137931,0.06896551724137931
51,Bob Davis,14,-804.597225647535,-57.47123040339535,0.42857142857142855,0.0,0.0,0.0
379,Kelly Stouffer,16,-806.9662385363661,-50.43538990852288,0.3125,0.0,0.0,0.0
653,Vince Evans,39,-811.2787832959756,-20.802020084512193,0.358974358974359,0.0,0.05128205128205128,0.07692307692307693
175,Dennis Shaw,37,-815.9782405727424,-22.05346596142547,0.21621621621621623,0.0,0.0,0.0
95,C.J. Beathard,10,-823.2428093395145,-82.32428093395144,0.1,0.0,0.0,0.0
188,Don Horn,15,-830.2820098320487,-55.35213398880325,0.4,0.0,0.0,0.0
281,Jake Plummer,142,-838.7663175061615,-5.9068050528602924,0.5,0.0,0.02112676056338028,0.07746478873239436
341,Joe Reed,19,-838.8129296337884,-44.14804892809413,0.47368421052631576,0.0,0.0,0.0
584,Steve Spurrier,38,-844.352997376282,-22.219815720428475,0.34210526315789475,0.0,0.0,0.0
199,Doug Johnson,11,-848.9093399871069,-77.17357636246426,0.18181818181818182,0.0,0.0,0.0
162,David Archer,23,-849.4852355388886,-36.93414067560385,0.391304347826087,0.0,0.0,0.0
421,Mark Malone,55,-852.6753601027817,-15.503188365505123,0.43636363636363634,0.0,0.01818181818181818,0.03636363636363636
111,Charlie Frye,23,-870.1026926323458,-37.83055185358025,0.30434782608695654,0.0,0.0,0.0
535,Ryan Lindley,7,-870.9633647318404,-124.42333781883436,0.14285714285714285,0.0,0.0,0.0
498,Ralph Guglielmi,27,-879.9106437738849,-32.58928310273648,0.2962962962962963,0.0,0.0,0.0
392,King Hill,29,-882.2062392309989,-30.42090480106893,0.27586206896551724,0.0,0.0,0.0
467,Mitchell Trubisky,41,-886.1451004123569,-21.613295132008705,0.5365853658536586,0.0,0.0,0.024390243902439025
652,Tyrod Taylor,46,-886.5442248095281,-19.272700539337567,0.5,0.0,0.0,0.0
474,Nick Mullens,8,-886.7845352157528,-110.8480669019691,0.375,0.0,0.0,0.0
170,David Woodley,58,-889.9055355186125,-15.34319888825194,0.6379310344827587,0.0,0.034482758620689655,0.05172413793103448
632,Tommy Maddox,38,-898.559893299072,-23.646312981554527,0.42105263157894735,0.0,0.0,0.0
296,Jeff Driskel,8,-901.6703784590715,-112.70879730738393,0.125,0.0,0.0,0.0
301,Jeff Komlo,16,-906.4891519830774,-56.655571998942335,0.125,0.0,0.0,0.0
491,Pete Liske,29,-907.6824693335583,-31.29939549426063,0.4482758620689655,0.0,0.0,0.0
565,Stan Gelbaugh,12,-916.7358950447286,-76.39465792039405,0.08333333333333333,0.0,0.0,0.0
279,Jake Delhomme,104,-922.6696961000971,-8.871824000962473,0.5865384615384616,0.0,0.009615384615384616,0.057692307692307696
459,Mike McMahon,14,-922.7234891512952,-65.90882065366394,0.21428571428571427,0.0,0.0,0.0
560,Shaun Hill,35,-931.9558429383077,-26.627309798237363,0.4857142857142857,0.0,0.0,0.0
272,Jack Concannon,45,-940.5844457251229,-20.901876571669398,0.4444444444444444,0.0,0.0,0.0
386,Kent Nix,18,-948.7861889024581,-52.710343827914336,0.2222222222222222,0.0,0.0,0.0
610,Todd Blackledge,30,-957.9471924920347,-31.93157308306782,0.5,0.0,0.0,0.03333333333333333
236,Gary Cuozzo,41,-970.1334325215195,-23.66179103711023,0.5121951219512195,0.0,0.0,0.0
627,Tom Savage,9,-976.3226730779033,-108.48029700865592,0.2222222222222222,0.0,0.0,0.0
143,Dan Darragh,11,-976.638411541051,-88.78531014009555,0.09090909090909091,0.0,0.0,0.09090909090909091
337,Joe Kapp,52,-980.6359292183498,-18.858383254199033,0.5,0.0,0.038461538461538464,0.1346153846153846
6,Akili Smith,17,-984.9822533649974,-57.9401325508822,0.17647058823529413,0.0,0.0,0.0
667,Zach Mettenberger,10,-986.1458488698613,-98.61458488698614,0.0,0.0,0.0,0.0
115,Chris Miller,94,-993.248545929991,-10.566473892872244,0.3723404255319149,0.0,0.010638297872340425,0.0425531914893617
151,Danny Kanell,25,-994.3141636264369,-39.77256654505747,0.4,0.0,0.0,0.0
187,Don Heinrich,36,-994.6029218498361,-27.627858940273224,0.5833333333333334,0.0,0.08333333333333333,0.08333333333333333
222,Eric Hipple,58,-999.2774833029274,-17.22892212591254,0.4827586206896552,0.0,0.0,0.0
128,Cody Kessler,12,-1001.9246927291234,-83.49372439409362,0.16666666666666666,0.0,0.0,0.0
55,Bob Lee,33,-1013.476474486664,-30.711408317777696,0.6060606060606061,0.0,0.0,0.030303030303030304
440,Matt Robinson,20,-1014.917484134723,-50.745874206736154,0.5,0.0,0.0,0.0
581,Steve Ramsey,31,-1016.1933875708348,-32.7804318571237,0.45161290322580644,0.0,0.0,0.0
169,David Whitehurst,37,-1032.6179087839168,-27.90859212929505,0.43243243243243246,0.0,0.0,0.0
357,John Roach,20,-1032.8535152033055,-51.642675760165275,0.35,0.0,0.0,0.0
385,Kent Graham,38,-1038.1934467499143,-27.320880177629324,0.4473684210526316,0.0,0.0,0.0
22,Austin Davis,10,-1041.0854313955888,-104.10854313955888,0.3,0.0,0.0,0.0
331,Joe Ferguson,175,-1047.761907080248,-5.987210897601417,0.45714285714285713,0.0,0.011428571428571429,0.045714285714285714
135,Craig Erickson,35,-1048.1973915325807,-29.948496900930877,0.4,0.0,0.0,0.0
167,David Klingler,24,-1049.6714437724688,-43.7363101571862,0.16666666666666666,0.0,0.0,0.0
328,Jimmy Clausen,14,-1055.2585396100894,-75.37560997214925,0.07142857142857142,0.0,0.0,0.0
496,Quincy Carter,35,-1061.9425118197269,-30.34121462342077,0.5142857142857142,0.0,0.0,0.0
668,Zeke Bratkowski,49,-1066.0586736897662,-21.756299463056454,0.3673469387755102,0.0,0.0,0.0
0,A.J. Feeley,18,-1071.4255991929042,-59.523644399605786,0.4444444444444444,0.0,0.0,0.0
599,Terry Hanratty,18,-1075.0746940189856,-59.72637188994364,0.3333333333333333,0.0,0.0,0.0
452,Mike Glennon,22,-1077.3015444191456,-48.96825201905207,0.2727272727272727,0.0,0.0,0.0
376,Kellen Clemens,21,-1082.7854588090515,-51.56121232424055,0.38095238095238093,0.0,0.0,0.0
592,Tarvaris Jackson,35,-1088.8320505229465,-31.10948715779847,0.4857142857142857,0.0,0.0,0.0
142,Damon Huard,27,-1091.2413683526452,-40.416346976023895,0.5555555555555556,0.0,0.0,0.0
86,Bruce Gradkowski,20,-1092.6597566324551,-54.632987831622756,0.3,0.0,0.0,0.0
266,Hugh Millen,25,-1111.2081014634018,-44.44832405853607,0.28,0.0,0.0,0.0
401,Kyle Orton,82,-1111.3180132527536,-13.552658698204313,0.5121951219512195,0.0,0.0,0.012195121951219513
171,DeShone Kizer,15,-1118.700069065189,-74.58000460434593,0.0,0.0,0.0,0.0
68,Brady Quinn,20,-1118.7366123510421,-55.936830617552104,0.2,0.0,0.0,0.0
139,Craig Whelihan,14,-1120.3880409987696,-80.02771721419784,0.14285714285714285,0.0,0.0,0.0
475,Norm Snead,160,-1124.691741324543,-7.029323383278394,0.325,0.0,0.00625,0.03125
381,Ken Dorsey,13,-1132.3211062499968,-87.10162355769206,0.15384615384615385,0.0,0.0,0.0
278,Jacoby Brissett,31,-1135.7804881795923,-36.638080263857816,0.3870967741935484,0.0,0.0,0.0
365,Jon Kitna,125,-1138.9063610362475,-9.11125088828998,0.4,0.0,0.0,0.008
591,T.J. Yates,12,-1139.015912630873,-94.91799271923941,0.4166666666666667,0.0,0.0,0.0
131,Colt McCoy,28,-1145.0068423287469,-40.89310151174096,0.25,0.0,0.0,0.0
612,Todd Collins,22,-1163.0744996765634,-52.867022712571064,0.5,0.0,0.0,0.0
517,Rick Norton,11,-1169.212761913662,-106.29206926487836,0.09090909090909091,0.0,0.0,0.0
353,John McCormick,15,-1201.8269576753485,-80.12179717835656,0.3333333333333333,0.0,0.0,0.0
529,Rusty Hilger,14,-1203.0425073435683,-85.93160766739774,0.35714285714285715,0.0,0.0,0.0
298,Jeff George,127,-1204.9366912601026,-9.487690482363012,0.3700787401574803,0.0,0.0,0.031496062992125984
269,J.P. Losman,33,-1207.7982168788678,-36.5999459660263,0.30303030303030304,0.0,0.0,0.0
70,Brandon Weeden,25,-1216.2361322027439,-48.64944528810975,0.24,0.0,0.0,0.0
239,Gary Huff,28,-1224.0205864003735,-43.71502094287048,0.25,0.0,0.0,0.0
512,Richard Todd,112,-1232.734282431237,-11.006556093136044,0.44642857142857145,0.0,0.008928571428571428,0.03571428571428571
183,Dick Wood,32,-1235.7870975341723,-38.618346797942884,0.40625,0.0,0.0,0.03125
264,Heath Shuler,22,-1242.7830173151592,-56.49013715068906,0.36363636363636365,0.0,0.0,0.0
414,Lynn Dickey,113,-1250.3780240792896,-11.065292248489289,0.40707964601769914,0.0,0.008849557522123894,0.061946902654867256
271,JaMarcus Russell,25,-1265.1230538124928,-50.60492215249971,0.28,0.0,0.0,0.0
398,Kyle Allen,13,-1267.2108005857588,-97.47775389121222,0.46153846153846156,0.0,0.0,0.0
119,Christian Ponder,36,-1289.2226233748227,-35.81173953818952,0.3888888888888889,0.0,0.0,0.0
461,Mike Pagel,54,-1296.2619172000027,-24.004850318518567,0.3148148148148148,0.0,0.0,0.0
545,Scott Brunner,32,-1302.702157709112,-40.70944242840975,0.40625,0.0,0.0,0.03125
38,Billy Joe Tolliver,47,-1313.3717648870654,-27.944080103980117,0.3191489361702128,0.0,0.0,0.0
505,Randy Wright,32,-1349.0384564323758,-42.157451763511745,0.21875,0.0,0.0,0.0
490,Pete Beathard,37,-1352.2562014200862,-36.547464903245576,0.4864864864864865,0.0,0.02702702702702703,0.05405405405405406
109,Charlie Batch,55,-1397.001214705496,-25.400022085554475,0.45454545454545453,0.0,0.0,0.0
595,Teddy Bridgewater,35,-1401.3383221441263,-40.03823777554646,0.6285714285714286,0.0,0.0,0.0
44,Blake Bortles,76,-1426.0108917557673,-18.763301207312725,0.34210526315789475,0.0,0.013157894736842105,0.05263157894736842
276,Jack Trudeau,50,-1448.8017975301316,-28.976035950602633,0.38,0.0,0.0,0.0
504,Randy Johnson,49,-1450.31544654966,-29.598274419380818,0.20408163265306123,0.0,0.0,0.0
201,Doug Pederson,17,-1472.2650296873946,-86.6038252757291,0.17647058823529413,0.0,0.0,0.0
603,Tim Couch,59,-1486.9276056040394,-25.202162806848126,0.3728813559322034,0.0,0.0,0.0
358,John Skelton,17,-1491.1915066377728,-87.71714744928076,0.47058823529411764,0.0,0.0,0.0
488,Paul McDonald,22,-1501.5953245111614,-68.25433293232551,0.36363636363636365,0.0,0.0,0.0
340,Joe Pisarcik,30,-1503.045409057643,-50.10151363525476,0.3,0.0,0.0,0.0
11,Alex Smith,168,-1517.8732640721,-9.034959905191071,0.5714285714285714,0.0,0.041666666666666664,0.08333333333333333
540,Sam Darnold,25,-1522.6877656242423,-60.90751062496969,0.4,0.0,0.0,0.0
465,Mike Tomczak,78,-1522.9441050484584,-19.524924423698184,0.5769230769230769,0.0,0.0,0.0
439,Matt Moore,33,-1523.1986386679234,-46.15753450508859,0.48484848484848486,0.0,0.0,0.0
105,Chad Hutchinson,14,-1552.9067906176833,-110.9219136155488,0.21428571428571427,0.0,0.0,0.0
404,Lamar McHan,70,-1561.0226670835814,-22.300323815479732,0.34285714285714286,0.0,0.07142857142857142,0.17142857142857143
539,Sam Bradford,83,-1578.5859180939913,-19.01910744691556,0.40963855421686746,0.0,0.0,0.024096385542168676
537,Ryan Tannehill,97,-1603.4723278201648,-16.53064255484706,0.4948453608247423,0.0,0.0,0.0
45,Bob Avellini,51,-1615.7854924933872,-31.682068480262494,0.45098039215686275,0.0,0.0,0.0
134,Cotton Davidson,53,-1636.672385936573,-30.880611055407037,0.3584905660377358,0.0,0.018867924528301886,0.018867924528301886
534,Ryan Leaf,21,-1650.3519935759211,-78.58819017028196,0.19047619047619047,0.0,0.0,0.0
462,Mike Phipps,73,-1654.251168394986,-22.660974909520355,0.5205479452054794,0.0,0.0,0.0273972602739726
549,Scott Hunter,43,-1665.934044119759,-38.742652188831606,0.4883720930232558,0.0,0.0,0.0
370,Josh McCown,76,-1679.3490497939679,-22.09669802360484,0.3026315789473684,0.0,0.0,0.0
586,Steve Tensi,34,-1704.7496571807515,-50.139695799433866,0.29411764705882354,0.0,0.029411764705882353,0.029411764705882353
371,Josh Rosen,16,-1705.5869021738756,-106.59918138586723,0.1875,0.0,0.0,0.0
161,Dave Wilson,31,-1709.8411909163995,-55.156167448916115,0.3870967741935484,0.0,0.0,0.0
510,Rex Grossman,51,-1820.5481436882303,-35.69702242525942,0.5294117647058824,0.0,0.0196078431372549,0.0392156862745098
417,Marc Wilson,61,-1826.3010229574454,-29.93936103208927,0.5245901639344263,0.0,0.0,0.0
18,Anthony Wright,20,-1847.2051465934233,-92.36025732967116,0.4,0.0,0.0,0.0
332,Joe Flacco,186,-1893.6965872874407,-10.181164447781939,0.5806451612903226,0.0,0.005376344086021506,0.04838709677419355
82,Brock Osweiler,32,-1962.3096617788628,-61.322176930589464,0.5,0.0,0.0,0.0
203,Drew Bledsoe,199,-1970.5395482669949,-9.90220878526128,0.507537688442211,0.0,0.01507537688442211,0.07035175879396985
246,Geno Smith,31,-1990.6699689664608,-64.21516028924067,0.3870967741935484,0.0,0.0,0.0
645,Trevor Siemian,25,-1997.8040958930485,-79.91216383572194,0.52,0.0,0.0,0.0
104,Chad Henne,53,-1999.2421435517015,-37.72154987833399,0.33962264150943394,0.0,0.0,0.0
464,Mike Taliaferro,32,-2039.1018421614547,-63.72193256754546,0.34375,0.0,0.0,0.0
324,Jim Plunkett,154,-2039.9587645163408,-13.246485483872343,0.5194805194805194,0.0,0.025974025974025976,0.08441558441558442
399,Kyle Boller,47,-2092.57655354916,-44.52290539466298,0.425531914893617,0.0,0.0,0.0
103,Case Keenum,63,-2197.5912099667044,-34.882400158201655,0.4444444444444444,0.0,0.015873015873015872,0.015873015873015872
262,Gus Frerotte,95,-2218.2238706804546,-23.3497249545311,0.47368421052631576,0.0,0.0,0.010526315789473684
176,Derek Anderson,49,-2232.7768514007257,-45.56687451838216,0.40816326530612246,0.0,0.0,0.0
520,Rodney Peete,89,-2233.7849138411448,-25.098706897091514,0.5168539325842697,0.0,0.0,0.011235955056179775
533,Ryan Fitzpatrick,138,-2244.1822443195297,-16.262190176228476,0.391304347826087,0.0,0.0,0.0
76,Brian Hoyer,39,-2409.4633209108097,-61.78111079258486,0.41025641025641024,0.0,0.0,0.0
90,Bubby Brister,77,-2424.777302824418,-31.490614322395036,0.4935064935064935,0.0,0.0,0.012987012987012988
344,Joey Harrington,76,-2480.8941474045396,-32.64334404479657,0.34210526315789475,0.0,0.0,0.0
149,Dan Pastorini,122,-2488.5774359831958,-20.398175704780293,0.48360655737704916,0.0,0.03278688524590164,0.040983606557377046
156,Dave Brown,60,-2503.558040570088,-41.7259673428348,0.43333333333333335,0.0,0.0,0.0
114,Chris Chandler,155,-2589.2258953249343,-16.704683195644737,0.44516129032258067,0.0,0.0064516129032258064,0.012903225806451613
384,Ken Stabler,158,-2648.5321086493914,-16.762861447148047,0.6518987341772152,0.0,0.05063291139240506,0.10126582278481013
637,Tony Banks,78,-2651.0231434191255,-33.9874761976811,0.44871794871794873,0.0,0.0,0.0
515,Rick Mirer,68,-2790.422216803168,-41.0356208353407,0.35294117647058826,0.0,0.0,0.0
164,David Carr,79,-3271.0474531237874,-41.40566396359225,0.2911392405063291,0.0,0.0,0.0
423,Mark Sanchez,78,-3352.191392167456,-42.97681272009559,0.5128205128205128,0.0,0.01282051282051282,0.02564102564102564
430,Matt Cassel,82,-3366.089674347662,-41.049874077410514,0.43902439024390244,0.0,0.0,0.0
42,Blaine Gabbert,48,-3398.154202667745,-70.79487922224469,0.2708333333333333,0.0,0.0,0.0
642,Trent Dilfer,119,-4390.724991667317,-36.89684866947325,0.5294117647058824,0.0,0.008403361344537815,0.01680672268907563
